Sample	Shannon	Simpson	Tail	time	site	cultivar	type	replicate	practice	susceptibility	date	treeID
2023-3-MIC-HC-LE-2	1.8787586443069526	0.7609530899603167	6.572817596000506	August	MIC	Honeycrisp	Leaf	2	Conventional	Moderate	2023-08-23T00:00:00Z	MIC_Honeycrisp_2
2023-3-MIC-HC-LE-3	1.7289119260687957	0.7266110719847494	6.041800933682788	August	MIC	Honeycrisp	Leaf	3	Conventional	Moderate	2023-08-23T00:00:00Z	MIC_Honeycrisp_3
2023-3-MIC-LI-LE-1	2.0091592880395956	0.7872086407925099	7.301817631390302	August	MIC	Liberty	Leaf	1	Conventional	Low	2023-08-23T00:00:00Z	MIC_Liberty_1
2023-3-MIC-LI-LE-2	1.7744674967068133	0.7293358176810258	5.58098155916394	August	MIC	Liberty	Leaf	2	Conventional	Low	2023-08-23T00:00:00Z	MIC_Liberty_2
2023-3-MIC-LI-LE-3	1.9724433465627977	0.7821028268972233	6.5693995855935965	August	MIC	Liberty	Leaf	3	Conventional	Low	2023-08-23T00:00:00Z	MIC_Liberty_3
2023-3-MIC-SP-LE-1	1.4880244124855302	0.5933488005831586	4.429454500324504	August	MIC	Spartan	Leaf	1	Conventional	Moderate	2023-08-23T00:00:00Z	MIC_Spartan_1
2023-3-MIC-SP-LE-2	1.9348604012738564	0.7805984006835481	5.901016719239056	August	MIC	Spartan	Leaf	2	Conventional	Moderate	2023-08-23T00:00:00Z	MIC_Spartan_2
2023-3-MIC-SP-LE-3	2.000563987729349	0.7660268272891918	5.5727762769027205	August	MIC	Spartan	Leaf	3	Conventional	Moderate	2023-08-23T00:00:00Z	MIC_Spartan_3
2023-3-PMB-CL-LE-1	3.1685587491675893	0.915661894660556	20.250229342234576	August	PMB	Cortland	Leaf	1	Conventional	High	2023-08-21T00:00:00Z	PMB_Cortland_1
2023-3-PMB-CL-LE-2	2.213737513139922	0.717714230927308	12.77028522464255	August	PMB	Cortland	Leaf	2	Conventional	High	2023-08-21T00:00:00Z	PMB_Cortland_2
2023-3-PMB-CL-LE-3	1.4302878017769367	0.5160203062289865	6.812839165715047	August	PMB	Cortland	Leaf	3	Conventional	High	2023-08-21T00:00:00Z	PMB_Cortland_3
2023-3-PMB-EM-LE-1	1.914213215523898	0.7362551912926567	7.3288189295249495	August	PMB	Empire	Leaf	1	Conventional	Low	2023-08-21T00:00:00Z	PMB_Empire_1
2023-3-PMB-EM-LE-2	1.6116941950342594	0.6884752069291017	4.674591447999438	August	PMB	Empire	Leaf	2	Conventional	Low	2023-08-21T00:00:00Z	PMB_Empire_2
2023-3-PMB-EM-LE-3	2.0355510917319846	0.7815684524501916	6.257187303182099	August	PMB	Empire	Leaf	3	Conventional	Low	2023-08-21T00:00:00Z	PMB_Empire_3
2023-3-PMB-HC-LE-1	2.4192290113855357	0.8060058611994099	13.104773807949327	August	PMB	Honeycrisp	Leaf	1	Conventional	Moderate	2023-08-21T00:00:00Z	PMB_Honeycrisp_1
2023-3-PMB-HC-LE-2	2.162359298008768	0.7452052583009564	12.598228654826624	August	PMB	Honeycrisp	Leaf	2	Conventional	Moderate	2023-08-21T00:00:00Z	PMB_Honeycrisp_2
2023-3-PMB-HC-LE-3	1.6928858302463319	0.6181824078010204	7.47003529924433	August	PMB	Honeycrisp	Leaf	3	Conventional	Moderate	2023-08-21T00:00:00Z	PMB_Honeycrisp_3
2023-3-PMB-LI-LE-1	1.6596291066700926	0.6236534010677608	10.718558182172542	August	PMB	Liberty	Leaf	1	Conventional	Low	2023-08-21T00:00:00Z	PMB_Liberty_1
2023-3-PMB-LI-LE-2	2.2533110130627203	0.73213599618183	14.703364134665723	August	PMB	Liberty	Leaf	2	Conventional	Low	2023-08-21T00:00:00Z	PMB_Liberty_2
2023-3-PMB-LI-LE-3	2.2988758943343375	0.7696676938217715	15.67201616513015	August	PMB	Liberty	Leaf	3	Conventional	Low	2023-08-21T00:00:00Z	PMB_Liberty_3
2023-3-PMB-PR-LE-1	2.4212100997453305	0.806384787670755	12.26561959354007	August	PMB	Paulared	Leaf	1	Conventional	High	2023-08-21T00:00:00Z	PMB_Paulared_1
2023-3-PMB-PR-LE-2	1.3031101154098454	0.49044717553495665	3.962619205219591	August	PMB	Paulared	Leaf	2	Conventional	High	2023-08-21T00:00:00Z	PMB_Paulared_2
2023-3-PMB-PR-LE-3	1.4815106507764317	0.5938630831149656	5.302875350762667	August	PMB	Paulared	Leaf	3	Conventional	High	2023-08-21T00:00:00Z	PMB_Paulared_3
2023-3-PMB-SP-LE-1	2.1213235925054517	0.7467801824627889	10.810888717467263	August	PMB	Spartan	Leaf	1	Conventional	Moderate	2023-08-21T00:00:00Z	PMB_Spartan_1
2023-3-PMB-SP-LE-2	2.023946546086641	0.7694050889648858	8.139010557994148	August	PMB	Spartan	Leaf	2	Conventional	Moderate	2023-08-21T00:00:00Z	PMB_Spartan_2
2023-3-PMB-SP-LE-3	1.7412692476665044	0.7102234714458631	5.0372666611583234	August	PMB	Spartan	Leaf	3	Conventional	Moderate	2023-08-21T00:00:00Z	PMB_Spartan_3
2023-3-PMB-SR-LE-1	1.8221684868236492	0.6204432769984223	9.077541694984461	August	PMB	Sunrise	Leaf	1	Conventional	Moderate	2023-08-21T00:00:00Z	PMB_Sunrise_1
2023-3-PMB-SR-LE-2	1.8031246010930593	0.6468147969553341	7.977297762837822	August	PMB	Sunrise	Leaf	2	Conventional	Moderate	2023-08-21T00:00:00Z	PMB_Sunrise_2
2023-3-PMB-SR-LE-3	1.756401637320758	0.6384234261861801	8.537294092873433	August	PMB	Sunrise	Leaf	3	Conventional	Moderate	2023-08-21T00:00:00Z	PMB_Sunrise_3
2023-3-VBS-CL-LE-1	3.0448453946750065	0.9129938998125461	16.6501261332126	August	VBS	Cortland	Leaf	1	Organic	High	2023-08-21T00:00:00Z	VBS_Cortland_1
2023-3-VBS-CL-LE-2	3.2740737308771397	0.9300931771380795	17.39976692857596	August	VBS	Cortland	Leaf	2	Organic	High	2023-08-21T00:00:00Z	VBS_Cortland_2
2023-3-VBS-CL-LE-3	2.9456905221175953	0.9136216840408861	11.809518852026647	August	VBS	Cortland	Leaf	3	Organic	High	2023-08-21T00:00:00Z	VBS_Cortland_3
2023-3-VBS-FR-LE-1	3.451862977910459	0.9387989687560144	25.918986683450672	August	VBS	Freedom	Leaf	1	Organic	Low	2023-08-21T00:00:00Z	VBS_Freedom_1
2023-3-VBS-FR-LE-2	0.9176227631387044	0.30084752633274703	5.510009211547201	August	VBS	Freedom	Leaf	2	Organic	Low	2023-08-21T00:00:00Z	VBS_Freedom_2
2023-3-VBS-FR-LE-3	2.971197059386677	0.9065415751074566	18.183480383526756	August	VBS	Freedom	Leaf	3	Organic	Low	2023-08-21T00:00:00Z	VBS_Freedom_3
2023-3-VBS-HC-LE-1	3.3616107884509825	0.9422512532772734	21.85059181625072	August	VBS	Honeycrisp	Leaf	1	Organic	Moderate	2023-08-21T00:00:00Z	VBS_Honeycrisp_1
2023-3-VBS-HC-LE-2	3.0075868963834504	0.9137112164350458	16.64643188117127	August	VBS	Honeycrisp	Leaf	2	Organic	Moderate	2023-08-21T00:00:00Z	VBS_Honeycrisp_2
2023-3-VBS-LI-LE-1	3.3687134294104615	0.936474651405271	25.11485789968915	August	VBS	Liberty	Leaf	1	Organic	Low	2023-08-21T00:00:00Z	VBS_Liberty_1
2023-3-VBS-LI-LE-2	3.096426589893848	0.894114549296043	23.252664320135157	August	VBS	Liberty	Leaf	2	Organic	Low	2023-08-21T00:00:00Z	VBS_Liberty_2
2023-3-VBS-LI-LE-3	3.0095356588850204	0.9036684312303092	17.596310486496755	August	VBS	Liberty	Leaf	3	Organic	Low	2023-08-21T00:00:00Z	VBS_Liberty_3
2023-3-VBS-PR-LE-1	3.0759444835059098	0.9169135857300874	14.795683782989324	August	VBS	Paulared	Leaf	1	Organic	High	2023-08-21T00:00:00Z	VBS_Paulared_1
2023-3-VBS-PR-LE-2	2.8325811179392772	0.8823283498333783	14.294109923512467	August	VBS	Paulared	Leaf	2	Organic	High	2023-08-21T00:00:00Z	VBS_Paulared_2
2023-3-VBS-PR-LE-3	3.0146536650126565	0.8917486381558866	17.915043470103114	August	VBS	Paulared	Leaf	3	Organic	High	2023-08-21T00:00:00Z	VBS_Paulared_3
2023-3-VBS-SP-LE-1	3.426580371988003	0.9434486609267237	20.99753094117317	August	VBS	Spartan	Leaf	1	Organic	Moderate	2023-08-21T00:00:00Z	VBS_Spartan_1
2023-3-VBS-SP-LE-2	3.1880486699412702	0.923823794608458	16.23806155786493	August	VBS	Spartan	Leaf	2	Organic	Moderate	2023-08-21T00:00:00Z	VBS_Spartan_2
2023-3-VBS-SP-LE-3	3.206275768337215	0.926877413232888	17.20380866975659	August	VBS	Spartan	Leaf	3	Organic	Moderate	2023-08-21T00:00:00Z	VBS_Spartan_3
